County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,State,FoundryCounty,MexicanBorderCounty
27025,71001,53834,39618,53421,40.2,51.7%,97.1%,23.1%,6.0%,1.6%,0.8%,11.4%,3.4%,1.1%,0.003,1206,0.434948174,Yankeedom,414.9094395,Large fringe metro,27,FALSE,FALSE
27027,57965,60879,43589,59750,32.4,49.4%,94.9%,26.8%,6.1%,3.3%,1.9%,10.2%,2.5%,1.7%,0.006,916,0.590318501,Yankeedom,1045.297735,Small metro,27,FALSE,FALSE
27029,43421,8752,6401,8711,42.5,50.6%,90.3%,18.0%,12.1%,0.9%,0.5%,16.2%,6.1%,2.5%,0.01,671,0.509940585,Yankeedom,999.0042096,Noncore (nonmetropolitan),27,FALSE,FALSE
27031,52299,5194,4341,5018,51.3,50.1%,89.0%,38.9%,9.4%,4.7%,3.4%,11.7%,2.8%,0.9%,0.004,707,0.512899499,Yankeedom,1452.370142,Noncore (nonmetropolitan),27,FALSE,FALSE
27033,46750,11632,8599,11393,42.8,48.9%,92.3%,19.8%,5.8%,4.1%,2.1%,13.5%,9.4%,1.9%,0.007,602,0.813359697,Yankeedom,639.9437246,Noncore (nonmetropolitan),27,FALSE,FALSE
27035,49435,63048,47729,62588,43.5,49.9%,97.6%,25.1%,7.2%,1.5%,0.7%,14.1%,3.8%,1.8%,0.008,840,0.537653851,Yankeedom,998.3769141,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27037,75567,408456,295766,391957,37.5,49.1%,87.0%,34.5%,6.1%,8.9%,4.0%,8.4%,3.0%,1.1%,0.003,1253,0.570264606,Yankeedom,562.4384262,Large fringe metro,27,FALSE,FALSE
27039,68116,20290,14175,20008,37.9,50.0%,98.4%,24.2%,5.3%,1.9%,1.4%,8.0%,2.7%,0.8%,0.003,989,0.684524396,Yankeedom,439.2780117,Small metro,27,FALSE,FALSE
27041,54531,36620,28099,36463,44.1,50.1%,98.8%,29.3%,5.8%,1.0%,0.4%,12.3%,2.7%,1.3%,0.006,850,0.691070453,Yankeedom,637.0467557,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27043,47540,14230,10901,14088,46.7,50.4%,98.5%,20.3%,7.2%,2.2%,1.0%,12.4%,3.7%,1.8%,0.007,588,0.852073085,Yankeedom,712.4752333,Noncore (nonmetropolitan),27,FALSE,FALSE
27045,51665,20843,15458,20676,43,50.1%,98.8%,21.5%,8.8%,1.2%,0.8%,11.7%,3.0%,0.9%,0.004,741,0.955428681,Yankeedom,861.2909834,Small metro,27,FALSE,FALSE
27047,47105,30897,23600,30148,44.6,49.5%,96.1%,20.0%,7.5%,3.5%,2.4%,13.6%,3.2%,1.7%,0.007,649,0.853869308,Yankeedom,707.0870665,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27049,57062,46377,34754,45538,43,49.8%,96.7%,24.4%,7.4%,2.8%,1.8%,10.6%,2.9%,1.0%,0.004,932,0.657977014,Yankeedom,756.8495212,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27051,50174,5961,4556,5933,46.3,50.1%,98.8%,25.2%,5.4%,1.2%,0.5%,13.5%,3.2%,1.3%,0.004,708,0.923838282,Yankeedom,547.7965714,Noncore (nonmetropolitan),27,FALSE,FALSE
27053,65834,1197776,901003,1113487,36.1,49.2%,77.4%,37.9%,7.8%,13.3%,7.0%,9.5%,3.1%,2.3%,0.005,1182,0.522829811,Yankeedom,553.6407816,Large central metro,27,FALSE,FALSE
27055,53809,18812,14287,18760,45,50.0%,98.8%,26.1%,5.4%,0.9%,0.3%,10.8%,3.0%,1.2%,0.005,729,0.719593876,Yankeedom,552.0429009,Small metro,27,FALSE,FALSE
27057,47486,20574,15781,20464,48,50.0%,96.5%,26.5%,8.1%,1.3%,0.5%,14.5%,5.2%,1.7%,0.008,778,0.393797997,Yankeedom,925.9006384,Noncore (nonmetropolitan),27,FALSE,FALSE
27059,59865,38296,27916,38096,39.5,50.4%,97.6%,19.3%,6.8%,1.3%,0.5%,12.3%,3.7%,1.1%,0.003,1076,0.307029455,Yankeedom,435.7435595,Large fringe metro,27,FALSE,FALSE
27061,47761,45354,34736,45231,45.9,50.6%,95.4%,24.0%,8.9%,0.8%,0.3%,15.6%,6.4%,2.0%,0.008,734,0.478700886,Yankeedom,2667.254442,Noncore (nonmetropolitan),27,FALSE,FALSE
27063,50574,10211,7697,10079,43.4,50.5%,95.9%,22.1%,5.5%,2.0%,1.3%,9.8%,3.7%,1.1%,0.003,587,0.764371756,Yankeedom,702.9722634,Noncore (nonmetropolitan),27,FALSE,FALSE
27065,47384,16003,12101,15915,43.9,50.7%,97.9%,16.6%,8.2%,0.8%,0.5%,16.2%,4.4%,1.4%,0.006,893,0.382303318,Yankeedom,521.5895796,Noncore (nonmetropolitan),27,FALSE,FALSE
27067,52632,42444,31548,40778,39.9,50.3%,91.7%,24.1%,7.7%,6.2%,3.9%,11.6%,2.8%,1.7%,0.006,818,0.732258977,Yankeedom,797.2925564,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27069,52326,4480,3409,4464,48.1,50.2%,98.9%,21.5%,6.6%,1.4%,0.4%,14.0%,2.6%,1.3%,0.005,519,0.924330357,Yankeedom,1098.806145,Noncore (nonmetropolitan),27,FALSE,FALSE
27071,42919,13054,10180,12749,47.4,50.1%,95.2%,21.3%,8.4%,5.3%,2.3%,17.3%,7.1%,2.2%,0.01,585,0.501991727,Yankeedom,3104.191584,Noncore (nonmetropolitan),27,FALSE,FALSE
27073,49903,7023,5425,6955,49.8,50.2%,98.1%,22.4%,5.0%,2.2%,1.0%,14.4%,3.0%,1.2%,0.005,552,0.98989036,Yankeedom,765.0207016,Noncore (nonmetropolitan),27,FALSE,FALSE
27075,48417,10750,8587,10627,50.2,50.7%,99.2%,27.3%,6.2%,2.0%,1.1%,12.6%,4.2%,1.1%,0.004,728,0.790046512,Yankeedom,2109.279374,Noncore (nonmetropolitan),27,FALSE,FALSE
27077,42263,3949,3128,3899,50.3,51.5%,98.1%,18.0%,8.5%,2.0%,1.3%,11.4%,3.7%,0.9%,0.005,806,0.652317042,Yankeedom,1297.867889,Noncore (nonmetropolitan),27,FALSE,FALSE
27079,60632,27707,20294,27175,41.3,50.6%,96.5%,22.0%,5.6%,2.8%,1.9%,9.9%,3.3%,0.9%,0.004,935,0.433969755,Yankeedom,448.7736734,Large fringe metro,27,FALSE,FALSE
27081,49575,5808,4388,5793,46.5,50.2%,97.7%,22.8%,6.3%,0.7%,0.3%,13.7%,2.4%,1.0%,0.005,609,0.776687328,Yankeedom,536.7505948,Noncore (nonmetropolitan),27,FALSE,FALSE
27083,51600,25699,18421,24674,35.1,49.9%,90.3%,23.4%,6.2%,6.2%,4.0%,10.3%,2.7%,1.6%,0.006,704,0.65325499,Yankeedom,714.5641255,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27085,56128,36046,26623,35300,39.9,49.6%,97.2%,21.6%,6.9%,3.4%,2.1%,11.1%,3.5%,1.0%,0.004,868,0.830133718,Yankeedom,491.4814784,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27087,41118,5496,3694,5482,36.3,50.4%,56.7%,14.7%,16.8%,0.7%,0.3%,13.0%,3.5%,2.7%,0.012,585,0.550582242,Yankeedom,557.8738277,Noncore (nonmetropolitan),27,FALSE,FALSE
27089,54092,9453,7067,9361,43.8,50.7%,98.8%,21.1%,7.8%,1.7%,1.0%,12.4%,4.2%,1.0%,0.005,624,0.694594309,Yankeedom,1775.060058,Noncore (nonmetropolitan),27,FALSE,FALSE
27091,51391,20350,15513,20030,45.4,49.4%,98.6%,21.5%,7.0%,2.1%,1.6%,14.1%,3.4%,1.8%,0.008,672,0.860835381,Yankeedom,712.3382153,Noncore (nonmetropolitan),27,FALSE,FALSE
27093,55042,23129,16860,22735,42,50.5%,98.5%,21.3%,8.0%,2.4%,1.7%,10.7%,3.1%,1.0%,0.004,809,0.699381729,Yankeedom,608.1529396,Noncore (nonmetropolitan),27,FALSE,FALSE
27095,49094,25809,18949,25695,40.3,50.3%,93.5%,17.4%,8.1%,1.4%,0.4%,15.2%,4.2%,1.7%,0.006,882,0.721608741,Yankeedom,572.3375103,Large fringe metro,27,FALSE,FALSE
27097,50049,32962,24402,32791,41.2,50.6%,98.5%,19.9%,7.4%,1.0%,0.5%,11.9%,3.8%,1.7%,0.008,781,0.678356896,Yankeedom,1125.08127,Noncore (nonmetropolitan),27,FALSE,FALSE
27099,49427,39227,28470,37402,39,49.9%,93.6%,20.8%,8.2%,7.4%,4.7%,12.6%,2.7%,1.8%,0.007,732,0.662400897,Yankeedom,711.3284616,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27101,51983,8529,6516,8377,47.6,49.6%,97.8%,21.6%,7.3%,2.4%,1.8%,13.1%,3.4%,1.1%,0.006,578,0.783913706,Yankeedom,704.6996779,Noncore (nonmetropolitan),27,FALSE,FALSE
27103,58640,33086,24103,32361,35.7,49.8%,94.8%,29.2%,4.5%,3.5%,2.2%,10.4%,2.4%,1.0%,0.004,910,0.534939249,Yankeedom,448.6201797,Small metro,27,FALSE,FALSE
27105,50625,21687,15227,18642,36.6,51.6%,82.5%,14.9%,12.8%,19.1%,14.0%,10.1%,3.3%,1.4%,0.005,663,0.682113709,Yankeedom,715.1050543,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27107,50377,6692,5027,6630,45.4,50.1%,95.3%,19.9%,8.0%,1.5%,0.9%,11.0%,3.4%,1.8%,0.009,588,0.765092648,Yankeedom,872.7887135,Noncore (nonmetropolitan),27,FALSE,FALSE
27109,68023,148736,108494,140991,36.7,48.9%,87.9%,35.6%,5.8%,10.5%,5.2%,8.8%,2.6%,1.5%,0.004,1012,0.620354185,Yankeedom,653.6970514,Small metro,27,FALSE,FALSE
27111,52365,57511,43933,56548,46.7,50.1%,97.1%,26.8%,6.0%,2.6%,1.7%,13.3%,3.1%,1.4%,0.006,741,0.705934517,Yankeedom,1972.038822,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27113,47127,14110,10473,13948,39.1,50.2%,95.4%,21.0%,5.2%,2.0%,1.1%,13.5%,3.4%,1.4%,0.007,660,0.671013466,Yankeedom,616.5776424,Noncore (nonmetropolitan),27,FALSE,FALSE
27115,44549,29218,22537,29100,43.7,53.4%,94.1%,16.3%,8.6%,1.1%,0.4%,15.8%,4.1%,1.7%,0.007,806,0.459271682,Yankeedom,1411.289737,Noncore (nonmetropolitan),27,FALSE,FALSE
27117,46990,9354,6810,9152,42.3,48.6%,95.5%,19.8%,8.7%,2.8%,2.2%,13.2%,2.5%,1.5%,0.006,584,0.922065427,Yankeedom,465.0554605,Noncore (nonmetropolitan),27,FALSE,FALSE
27119,53326,31547,23203,31107,38.9,50.5%,95.3%,23.7%,6.7%,2.4%,1.4%,12.3%,3.1%,1.9%,0.009,709,0.623989603,Yankeedom,1971.077586,Small metro,27,FALSE,FALSE
27121,52785,10948,8437,10923,46.5,50.7%,98.2%,26.5%,5.5%,0.9%,0.2%,13.1%,2.4%,1.2%,0.005,780,0.684234563,Yankeedom,669.5531181,Noncore (nonmetropolitan),27,FALSE,FALSE
27123,56104,527411,388419,486340,34.6,48.6%,72.6%,31.8%,8.7%,14.9%,7.8%,11.3%,3.3%,3.2%,0.007,1005,0.485845005,Yankeedom,152.1576157,Large central metro,27,FALSE,FALSE
27125,50332,4061,2977,4044,42.3,50.9%,96.6%,19.5%,6.2%,1.0%,0.4%,12.2%,5.2%,0.9%,0.004,580,0.962078306,Yankeedom,432.4071315,Noncore (nonmetropolitan),27,FALSE,FALSE
27127,47211,15723,11431,15519,43.2,50.2%,90.5%,18.5%,8.4%,2.3%,1.3%,13.2%,3.4%,1.3%,0.004,602,0.817146855,Yankeedom,878.5756705,Noncore (nonmetropolitan),27,FALSE,FALSE
27129,52149,15171,11448,14911,44.5,50.9%,94.7%,19.5%,7.0%,2.5%,1.7%,11.3%,3.6%,1.5%,0.005,617,0.807461604,Yankeedom,982.9175168,Noncore (nonmetropolitan),27,FALSE,FALSE
27131,59598,64886,47074,61667,36.4,50.9%,91.3%,23.7%,7.3%,6.9%,5.0%,8.5%,2.8%,1.2%,0.004,996,0.495453565,Yankeedom,495.8439382,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27133,51496,9563,6911,9437,41.1,48.6%,97.5%,21.9%,6.8%,2.0%,1.3%,11.2%,2.0%,1.0%,0.005,703,0.870438147,Yankeedom,482.4581138,Noncore (nonmetropolitan),27,FALSE,FALSE
27135,53199,15615,11288,15351,41.2,51.2%,95.0%,19.7%,5.1%,3.5%,1.7%,10.9%,3.0%,0.9%,0.004,723,0.520589177,Yankeedom,1671.614097,Noncore (nonmetropolitan),27,FALSE,FALSE
27137,48331,200506,154336,198553,40.9,50.3%,95.0%,26.5%,6.3%,2.2%,1.0%,13.9%,4.6%,2.6%,0.009,757,0.467966046,Yankeedom,6247.554787,Medium metro,27,FALSE,FALSE
27139,87794,137322,94183,132354,35.5,49.8%,88.4%,32.0%,5.6%,8.1%,3.6%,7.0%,2.8%,0.9%,0.002,1494,0.481059117,Yankeedom,356.259332,Large fringe metro,27,FALSE,FALSE
27141,74170,90401,63178,89402,35.3,51.0%,95.7%,25.3%,4.7%,2.4%,1.1%,8.6%,3.3%,1.1%,0.003,1296,0.373657371,Yankeedom,432.915389,Large fringe metro,27,FALSE,FALSE
27143,56990,15021,10987,14558,41.4,50.7%,97.8%,18.9%,5.8%,4.4%,3.1%,10.4%,3.0%,1.0%,0.004,796,0.696757872,Yankeedom,588.7816426,Large fringe metro,27,FALSE,FALSE
27145,56336,152595,110372,147853,34,50.3%,92.7%,24.0%,6.1%,5.3%,3.1%,10.4%,3.1%,1.6%,0.005,883,0.609875815,Yankeedom,1342.827842,Small metro,27,FALSE,FALSE
27147,57858,36523,26301,36004,39.8,49.1%,93.0%,23.0%,5.0%,3.7%,1.4%,10.7%,3.0%,1.4%,0.005,889,0.721107247,Yankeedom,429.6451018,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27149,52302,9771,7106,9470,32.7,50.1%,95.0%,25.8%,4.1%,4.1%,3.1%,12.1%,2.4%,1.2%,0.006,676,0.720090062,Yankeedom,563.6117247,Noncore (nonmetropolitan),27,FALSE,FALSE
27151,49035,9525,7243,9435,44.5,50.4%,96.4%,19.9%,5.6%,1.6%,0.9%,14.6%,3.6%,1.7%,0.008,625,0.845564304,Yankeedom,742.0385378,Noncore (nonmetropolitan),27,FALSE,FALSE
27153,46414,24466,17952,23839,43,51.1%,97.0%,19.3%,11.8%,3.6%,2.6%,13.4%,3.5%,1.6%,0.008,687,0.596705632,Yankeedom,944.9793604,Noncore (nonmetropolitan),27,FALSE,FALSE
27155,49186,3429,2675,3411,48.4,49.5%,94.8%,23.7%,3.8%,1.1%,0.5%,16.6%,2.7%,2.2%,0.01,568,0.918635171,Yankeedom,573.871737,Noncore (nonmetropolitan),27,FALSE,FALSE
27157,56510,21381,16097,21217,43.8,50.4%,98.9%,22.6%,4.9%,1.2%,0.8%,10.6%,2.6%,1.0%,0.004,846,0.748187643,Yankeedom,522.9210583,Small metro,27,FALSE,FALSE
27159,41906,13759,10138,13703,43.3,49.6%,97.2%,17.4%,7.9%,1.4%,0.4%,15.7%,4.1%,2.9%,0.014,680,0.608619812,Yankeedom,536.2655443,Noncore (nonmetropolitan),27,FALSE,FALSE
27161,53564,19076,14300,18691,39,48.0%,95.0%,22.7%,5.6%,3.9%,2.0%,10.4%,3.6%,1.2%,0.004,727,0.758544768,Yankeedom,423.3617405,Noncore (nonmetropolitan),27,FALSE,FALSE
27163,83706,246670,177853,240961,38.9,49.4%,89.6%,35.3%,4.5%,6.4%,2.3%,8.3%,2.9%,0.8%,0.002,1354,0.556378968,Yankeedom,384.4015983,Large fringe metro,27,FALSE,FALSE
27165,50604,11054,8118,10126,39.6,49.5%,95.1%,17.4%,12.7%,10.9%,8.4%,10.5%,5.0%,1.2%,0.005,638,0.811109101,Yankeedom,434.9542686,Noncore (nonmetropolitan),27,FALSE,FALSE
27167,51476,6526,4837,6522,43.7,50.8%,98.2%,26.0%,5.8%,0.4%,0.1%,11.9%,2.2%,1.4%,0.006,619,0.746399019,Yankeedom,750.9835792,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27169,50547,51213,38400,50128,33.9,49.2%,95.0%,24.0%,8.0%,3.4%,2.1%,10.6%,3.1%,1.2%,0.005,727,0.554956749,Yankeedom,626.0910868,Micropolitan (nonmetropolitan),27,FALSE,FALSE
27171,73557,128691,88258,127232,35.6,50.3%,96.5%,25.6%,5.5%,2.9%,1.1%,7.9%,3.1%,0.7%,0.002,1239,0.427776612,Yankeedom,661.3275085,Large fringe metro,27,FALSE,FALSE
27173,53041,10092,7560,10004,43,51.2%,94.4%,20.3%,8.0%,1.6%,0.9%,12.0%,2.9%,1.5%,0.006,651,0.963832739,Yankeedom,759.1011574,Noncore (nonmetropolitan),27,FALSE,FALSE
28001,28869,31979,24498,31971,40.7,50.7%,40.9%,17.6%,17.6%,0.9%,0.0%,15.1%,7.9%,6.0%,0.021,541,0.695518934,Deep South,462.3435392,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28003,36163,37319,27583,36904,39.9,48.9%,86.8%,16.8%,16.7%,1.5%,1.1%,20.2%,5.4%,4.5%,0.018,550,0.656046518,Greater Appalachia,400.0406662,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28005,30704,12840,9840,12815,45.3,49.5%,57.7%,13.5%,15.6%,0.2%,0.2%,24.6%,7.2%,4.5%,0.019,395,0.521105919,Deep South,730.1002127,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28007,32886,19175,13876,19122,40.8,47.1%,56.6%,15.2%,13.0%,0.6%,0.3%,18.9%,6.9%,5.1%,0.021,494,0.57642764,Deep South,734.9819378,Noncore (nonmetropolitan),28,FALSE,FALSE
28009,33141,8470,6226,8417,39.8,48.7%,62.1%,12.7%,16.2%,0.7%,0.6%,20.0%,6.1%,5.1%,0.019,540,0.668004723,Deep South,406.6163069,Large fringe metro,28,FALSE,FALSE
28011,27585,33803,24006,33616,34.7,47.0%,33.3%,17.2%,17.7%,1.8%,0.6%,14.4%,6.4%,9.1%,0.033,545,0.511019732,Deep South,876.5734416,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28013,31098,14789,10835,14410,40.5,48.2%,69.8%,13.2%,15.5%,3.1%,2.6%,18.8%,5.1%,4.6%,0.02,462,0.831564,Deep South,586.5734278,Noncore (nonmetropolitan),28,FALSE,FALSE
28015,37289,10338,7907,10312,44.6,50.3%,66.0%,15.4%,13.1%,0.6%,0.3%,17.6%,7.5%,4.9%,0.019,577,0.533275295,Deep South,628.2425902,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28017,30926,17391,12511,17063,37.7,48.1%,55.6%,11.4%,16.1%,2.6%,1.9%,15.7%,6.3%,5.8%,0.023,519,0.948364096,Deep South,501.7819423,Noncore (nonmetropolitan),28,FALSE,FALSE
28019,30692,8354,6183,8341,42.8,48.7%,68.7%,15.0%,13.4%,0.2%,0.2%,24.5%,5.0%,4.2%,0.017,499,0.57672971,Deep South,418.1828349,Noncore (nonmetropolitan),28,FALSE,FALSE
28021,23259,9330,6572,9269,32.7,46.4%,13.6%,13.6%,18.9%,0.9%,0.7%,13.5%,9.8%,7.3%,0.024,481,0.330332262,Deep South,487.4153752,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28023,35993,16362,12233,16351,41.3,47.3%,64.7%,15.4%,13.5%,0.1%,0.1%,22.8%,6.7%,4.7%,0.017,465,0.775149737,Deep South,691.5773926,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28025,31669,20279,14793,20228,38.8,46.5%,40.9%,16.9%,14.4%,0.4%,0.3%,16.0%,7.6%,4.8%,0.016,627,0.587800187,Deep South,410.0659802,Noncore (nonmetropolitan),28,FALSE,FALSE
28027,28851,25254,17227,25186,33.5,46.3%,23.2%,17.0%,16.4%,0.8%,0.3%,14.8%,7.5%,8.4%,0.031,561,0.610913123,Deep South,552.5258151,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28029,35130,28921,20903,28640,38.1,48.2%,46.6%,16.8%,18.5%,2.5%,1.0%,16.0%,6.5%,5.4%,0.02,560,0.634659936,Deep South,777.2423979,Medium metro,28,FALSE,FALSE
28031,31631,19471,14172,19437,37.6,48.0%,63.7%,14.1%,15.9%,0.6%,0.2%,24.0%,5.4%,5.1%,0.021,477,0.498433568,Deep South,413.7964271,Noncore (nonmetropolitan),28,FALSE,FALSE
28033,58278,168586,118774,165048,36,48.6%,73.4%,20.3%,12.9%,3.6%,2.1%,11.0%,4.2%,1.7%,0.005,990,0.504822464,Deep South,476.2789047,Large fringe metro,28,FALSE,FALSE
28035,36416,76267,54960,74490,31.9,47.6%,61.3%,21.0%,16.6%,2.8%,2.3%,19.7%,5.6%,3.6%,0.013,707,0.671115948,Deep South,466.0418307,Small metro,28,FALSE,FALSE
28037,38170,7857,5793,7857,43.2,48.8%,64.0%,15.9%,16.5%,0.0%,0.0%,18.9%,6.4%,5.4%,0.02,465,0.682830597,Deep South,563.712168,Noncore (nonmetropolitan),28,FALSE,FALSE
28039,44258,23104,16463,23016,36.4,50.4%,90.2%,12.6%,18.1%,1.3%,0.4%,19.0%,6.5%,3.3%,0.012,561,0.502640235,Deep South,478.6961143,Noncore (nonmetropolitan),28,FALSE,FALSE
28041,40176,14129,11012,14113,36.9,59.5%,73.3%,9.9%,13.7%,0.2%,0.1%,17.4%,6.9%,3.1%,0.013,502,0.296977847,Deep South,712.7577196,Noncore (nonmetropolitan),28,FALSE,FALSE
28043,31779,21591,15736,21576,40.4,47.6%,55.8%,15.6%,12.4%,0.5%,0.1%,22.0%,5.3%,6.4%,0.023,670,0.683386596,Deep South,422.1071174,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28045,43355,45627,34399,45183,41.8,49.0%,88.2%,19.9%,20.6%,2.8%,1.0%,17.6%,5.9%,2.7%,0.01,705,0.291537905,Deep South,473.96383,Medium metro,28,FALSE,FALSE
28047,41722,196268,142949,191093,35.4,49.6%,71.8%,19.9%,18.6%,4.4%,2.6%,14.6%,5.6%,3.3%,0.011,838,0.474188355,Deep South,574.0234327,Medium metro,28,FALSE,FALSE
28049,37324,245874,174948,242981,33.6,46.9%,27.8%,22.3%,16.1%,1.9%,1.2%,12.9%,5.4%,4.5%,0.014,792,0.66900933,Deep South,869.7636687,Medium metro,28,FALSE,FALSE
28051,20732,18772,12880,18737,33.5,47.7%,16.9%,10.4%,18.8%,0.2%,0.2%,14.1%,9.6%,10.7%,0.044,495,0.545280205,Deep South,756.6740633,Noncore (nonmetropolitan),28,FALSE,FALSE
28053,23216,8984,6310,8909,35.3,47.6%,22.7%,10.0%,19.6%,1.0%,0.8%,15.5%,9.9%,11.8%,0.039,524,0.453138914,Deep South,418.5143854,Noncore (nonmetropolitan),28,FALSE,FALSE
28055,23491,1291,1074,1291,44.3,65.5%,34.3%,7.3%,13.6%,0.2%,0.0%,22.7%,9.4%,4.8%,0.026,469,0.123160341,Deep South,413.0454874,Noncore (nonmetropolitan),28,FALSE,FALSE
28057,35004,23451,17166,23343,39.3,49.7%,92.7%,14.9%,12.1%,0.7%,0.5%,20.6%,5.0%,3.6%,0.015,516,0.441004648,Greater Appalachia,532.7923469,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28059,48406,140676,102826,137648,37.8,49.2%,73.9%,20.6%,17.1%,4.0%,2.2%,17.6%,6.5%,2.3%,0.008,805,0.502978475,Deep South,722.7507608,Medium metro,28,FALSE,FALSE
28061,31578,16588,12262,16564,41.6,48.6%,46.5%,15.0%,13.1%,0.2%,0.1%,21.2%,6.9%,5.2%,0.022,567,0.480286954,Deep South,676.2391781,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28063,20743,7586,5475,7586,34.8,48.5%,13.9%,14.8%,13.6%,0.0%,0.0%,15.0%,11.4%,9.1%,0.031,434,0.393751648,Deep South,519.933106,Noncore (nonmetropolitan),28,FALSE,FALSE
28065,26279,11941,9107,11941,43.1,47.6%,38.6%,15.0%,19.7%,0.1%,0.0%,20.6%,8.0%,5.3%,0.021,580,0.468804958,Deep South,408.4463979,Noncore (nonmetropolitan),28,FALSE,FALSE
28067,37143,68276,48946,66614,36.6,48.4%,69.8%,18.5%,14.7%,2.9%,2.4%,17.4%,6.0%,3.9%,0.014,553,0.639595173,Deep South,694.8135785,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28069,30056,10211,7551,10154,38.3,50.0%,37.1%,13.2%,14.7%,0.6%,0.6%,18.9%,8.7%,5.1%,0.022,437,0.379296837,Deep South,766.1823263,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28071,44643,51169,36716,50096,28.5,48.7%,73.2%,25.3%,11.1%,3.0%,2.1%,10.4%,4.6%,1.8%,0.006,814,0.373839629,Deep South,631.717864,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28073,52035,58885,42396,57890,34,48.6%,77.0%,28.7%,15.2%,2.6%,1.7%,14.8%,4.4%,2.6%,0.009,878,0.509620447,Deep South,497.1063791,Small metro,28,FALSE,FALSE
28075,38132,79832,58392,79055,37.5,48.6%,55.5%,19.4%,13.7%,1.8%,1.0%,17.5%,6.2%,4.0%,0.015,652,0.720675919,Deep South,703.6523164,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28077,35634,12586,9210,12585,40.7,49.1%,67.3%,14.8%,16.7%,0.1%,0.0%,17.5%,6.7%,4.7%,0.017,572,0.716272048,Deep South,430.6678513,Noncore (nonmetropolitan),28,FALSE,FALSE
28079,33452,23153,15979,22690,34.8,50.0%,52.4%,12.0%,19.5%,2.1%,2.0%,19.6%,7.0%,4.5%,0.019,538,0.571718568,Deep South,583.0014527,Noncore (nonmetropolitan),28,FALSE,FALSE
28081,42784,85036,61069,83826,36.5,47.6%,70.2%,20.5%,13.0%,2.0%,1.4%,16.4%,4.9%,3.5%,0.013,711,0.605226022,Greater Appalachia,449.9509923,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28083,24233,31516,21928,31045,32.9,47.8%,25.6%,13.3%,18.8%,2.0%,1.5%,11.2%,8.8%,8.3%,0.029,555,0.570376951,Deep South,593.359301,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28085,36473,34765,25250,34667,37.7,47.9%,68.6%,17.5%,15.3%,0.5%,0.3%,14.6%,5.7%,3.8%,0.013,549,0.785013663,Deep South,586.1244755,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28087,40239,59699,43675,58966,36.3,47.7%,54.5%,20.2%,15.2%,2.0%,1.2%,16.0%,6.0%,4.1%,0.014,692,0.668068142,Deep South,505.4375406,Micropolitan (nonmetropolitan),28,FALSE,FALSE
28089,64376,100202,71761,97915,37,47.8%,57.3%,34.8%,8.5%,3.7%,2.3%,9.6%,4.4%,2.1%,0.007,973,0.496097882,Deep South,714.3116931,Medium metro,28,FALSE,FALSE
28091,30668,26109,19156,25974,39.1,48.7%,66.8%,15.0%,17.2%,0.6%,0.5%,20.5%,6.6%,4.7%,0.018,551,0.729901567,Deep South,542.3845728,Noncore (nonmetropolitan),28,FALSE,FALSE
28093,37419,36385,27301,36147,39.6,49.2%,50.0%,12.0%,17.1%,1.4%,0.7%,13.7%,5.6%,4.9%,0.019,698,0.492345747,Deep South,706.1769233,Large fringe metro,28,FALSE,FALSE
